City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
221,Ucluelet,CA,2022-02-11 07:26:22,48.9329,-125.5528,46.09,93,53,2.89,broken clouds
222,Puerto Escondido,MX,2022-02-11 07:26:23,15.85,-97.0667,74.77,79,43,4.76,scattered clouds
223,Muravlenko,RU,2022-02-11 07:26:23,63.7898,74.523,-0.96,86,47,13.29,scattered clouds
224,Kungurtug,RU,2022-02-11 07:26:23,50.5994,97.5228,-2.83,84,72,1.57,broken clouds
225,Chai Badan,TH,2022-02-11 07:26:24,15.2,101.1333,97.72,41,100,1.99,overcast clouds
226,Plavsk,RU,2022-02-11 07:26:24,53.7094,37.2919,28.92,97,100,8.43,snow
227,New Norfolk,AU,2022-02-11 07:26:24,-42.7826,147.0587,68.67,32,16,1.99,few clouds
228,Kathmandu,NP,2022-02-11 07:21:41,27.7167,85.3167,61.02,41,20,5.75,few clouds
229,Georgetown,MY,2022-02-11 07:22:05,5.4112,100.3354,84.15,74,20,4.61,light rain
230,Chuy,UY,2022-02-11 07:26:25,-33.6971,-53.4616,66.52,93,0,5.39,clear sky
231,Verkhoyansk,RU,2022-02-11 07:26:26,67.5447,133.385,-29.42,99,84,0.34,broken clouds
232,Uruacu,BR,2022-02-11 07:26:26,-14.5247,-49.1408,67.78,96,100,2.46,overcast clouds
233,Wiarton,CA,2022-02-11 07:27:26,44.7407,-81.1332,29.03,74,100,13.8,overcast clouds
234,Sao Joao Da Barra,BR,2022-02-11 07:27:27,-21.6403,-41.0511,71.46,97,100,7.36,light rain
235,Suraabad,AZ,2022-02-11 07:27:27,40.8192,49.4687,44.78,70,92,0.89,overcast clouds
236,Ahuimanu,US,2022-02-11 07:27:28,21.4447,-157.8378,73.11,86,20,6.91,few clouds
237,Sitka,US,2022-02-11 07:27:28,57.0531,-135.33,33.69,75,40,4.61,scattered clouds
238,Travesia,HN,2022-02-11 07:27:28,15.8667,-87.9,71.13,86,8,2.55,clear sky
239,Cabo San Lucas,MX,2022-02-11 07:27:29,22.8909,-109.9124,67.51,71,4,5.08,clear sky
240,Hambantota,LK,2022-02-11 07:27:29,6.1241,81.1185,84.54,84,40,9.22,scattered clouds
241,Khatanga,RU,2022-02-11 07:27:30,71.9667,102.5,-1.5,85,89,13.8,overcast clouds
242,Aitape,PG,2022-02-11 07:27:30,-3.1374,142.3475,81.03,79,100,3.49,overcast clouds
243,Owando,CG,2022-02-11 07:27:30,-0.4819,15.8999,80.02,62,99,3.49,overcast clouds
244,Kidal,ML,2022-02-11 07:27:31,18.4411,1.4078,61.66,13,0,9.19,clear sky
245,Barabai,ID,2022-02-11 07:27:31,-2.5833,115.3833,85.42,72,100,2.48,moderate rain
246,New Albany,US,2022-02-11 07:27:32,38.2856,-85.8241,38.05,70,75,8.05,broken clouds
247,Avarua,CK,2022-02-11 07:27:32,-21.2078,-159.775,78.85,83,75,13.8,broken clouds
248,Samarai,PG,2022-02-11 07:27:32,-10.6167,150.6667,83.32,65,100,18.99,overcast clouds
249,Lichinga,MZ,2022-02-11 07:27:33,-13.3128,35.2406,61.81,97,100,2.64,light rain
250,Along,IN,2022-02-11 07:23:58,28.1667,94.7667,62.26,65,97,1.77,overcast clouds
251,Sao Filipe,CV,2022-02-11 07:27:33,14.8961,-24.4956,75.7,62,92,7.83,overcast clouds
252,Tessalit,ML,2022-02-11 07:27:34,20.1986,1.0114,56.44,28,87,8.84,overcast clouds
253,Pangkalanbuun,ID,2022-02-11 07:27:34,-2.6833,111.6167,86.13,60,94,4.52,overcast clouds
254,Gurupa,BR,2022-02-11 07:27:34,-1.405,-51.64,72.07,99,100,2.98,overcast clouds
255,Okhotsk,RU,2022-02-11 07:27:35,59.3833,143.3,3.85,86,100,2.71,overcast clouds
256,Lorengau,PG,2022-02-11 07:23:13,-2.0226,147.2712,83.37,77,100,8.3,overcast clouds
257,Guerrero Negro,MX,2022-02-11 07:27:35,27.9769,-114.0611,62.13,48,0,1.92,clear sky
258,Kropotkin,RU,2022-02-11 07:27:36,45.4375,40.5756,39.54,88,99,15.41,overcast clouds
259,Camana,PE,2022-02-11 07:27:36,-16.6228,-72.7111,69.06,82,100,7.0,overcast clouds
260,Carnarvon,AU,2022-02-11 07:27:37,-24.8667,113.6333,84.27,70,75,12.66,light rain
261,Khartoum,SD,2022-02-11 07:27:37,15.5518,32.5324,68.02,25,0,3.0,clear sky
262,Honiara,SB,2022-02-11 07:27:37,-9.4333,159.95,80.13,87,99,5.21,overcast clouds
263,Pangai,TO,2022-02-11 07:25:47,-19.8,-174.35,82.78,76,5,16.22,clear sky
264,Vardo,NO,2022-02-11 07:27:38,70.3705,31.1107,19.38,93,0,27.63,clear sky
265,Muros,ES,2022-02-11 07:27:38,42.7762,-9.0603,52.23,93,9,4.88,clear sky
266,Ulaanbaatar,MN,2022-02-11 07:26:25,47.9077,106.8832,1.53,51,0,15.66,clear sky
267,Yulara,AU,2022-02-11 07:27:39,-25.2406,130.9889,93.04,10,0,12.66,clear sky
268,Khorixas,NA,2022-02-11 07:27:39,-20.3667,14.9667,75.83,61,94,8.08,overcast clouds
269,Padang,ID,2022-02-11 07:27:40,-0.9492,100.3543,86.05,62,100,5.61,overcast clouds
270,Damavand,IR,2022-02-11 07:27:40,35.7178,52.065,40.84,81,99,5.66,overcast clouds
271,Sandnessjoen,NO,2022-02-11 07:27:40,66.0217,12.6316,30.42,86,75,5.75,broken clouds
272,Davidson,US,2022-02-11 07:27:41,36.1501,-86.7833,48.31,58,0,3.44,clear sky
273,La Rioja,ES,2022-02-11 07:27:41,42.25,-2.5,37.18,85,100,2.86,overcast clouds
274,Havelock,US,2022-02-11 07:27:42,34.8791,-76.9013,52.95,84,59,7.11,broken clouds
275,Roma,US,2022-02-11 07:27:42,43.2128,-75.4557,33.66,95,90,1.9,overcast clouds
276,Salalah,OM,2022-02-11 07:27:42,17.0151,54.0924,78.89,50,20,6.91,few clouds
277,At-Bashi,KG,2022-02-11 07:27:43,41.1702,75.8106,18.16,83,59,2.13,broken clouds
278,Biak,ID,2022-02-11 07:28:43,-0.9131,122.8766,82.63,71,94,1.32,overcast clouds
279,Bredasdorp,ZA,2022-02-11 07:28:43,-34.5322,20.0403,71.28,60,0,4.61,clear sky
280,Shangzhi,CN,2022-02-11 07:28:44,45.2167,127.9667,19.99,94,100,0.83,snow
281,Pervomayskaya,RU,2022-02-11 07:28:44,43.4033,45.5261,35.4,87,100,2.24,overcast clouds
282,Srednekolymsk,RU,2022-02-11 07:28:45,67.45,153.6833,-32.93,98,32,2.37,scattered clouds
283,Anchorage,US,2022-02-11 07:26:25,61.2181,-149.9003,25.21,78,100,5.75,overcast clouds
284,Grindavik,IS,2022-02-11 07:28:45,63.8424,-22.4338,32.47,69,75,9.22,broken clouds
285,Namatanai,PG,2022-02-11 07:28:46,-3.6667,152.4333,81.88,79,100,5.55,light rain
286,Constitucion,CL,2022-02-11 07:28:46,-35.3333,-72.4167,57.13,47,68,5.26,broken clouds
287,Lazaro Cardenas,MX,2022-02-11 07:28:46,17.9583,-102.2,68.74,76,0,5.21,clear sky
288,Kenora,CA,2022-02-11 07:25:01,49.8167,-94.4337,15.78,85,100,13.8,overcast clouds
289,Rognan,NO,2022-02-11 07:28:47,67.0953,15.3878,29.05,91,100,17.54,snow
290,Rexburg,US,2022-02-11 07:28:47,43.826,-111.7897,24.31,100,100,3.44,mist
291,Grenville,GD,2022-02-11 07:28:48,12.1167,-61.6167,78.24,67,6,21.0,clear sky
292,Fortuna,US,2022-02-11 07:28:48,40.5982,-124.1573,50.92,87,0,11.5,clear sky
293,Kemijarvi,FI,2022-02-11 07:28:48,66.7131,27.4306,5.49,97,93,3.04,overcast clouds
294,Geraldton,AU,2022-02-11 07:27:50,-28.7667,114.6,84.61,54,7,20.71,clear sky
295,Husavik,IS,2022-02-11 07:28:49,66.0449,-17.3389,33.71,83,58,10.38,broken clouds
296,Nishihara,JP,2022-02-11 07:28:50,26.1842,127.7558,68.05,58,75,10.36,broken clouds
297,Bubaque,GW,2022-02-11 07:28:50,11.2833,-15.8333,78.87,54,3,12.88,clear sky
298,Shenzhen,CN,2022-02-11 07:24:26,22.5455,114.0683,78.08,79,26,4.27,scattered clouds
299,Merke,KZ,2022-02-11 07:28:50,42.8728,73.1786,41.0,61,53,5.08,broken clouds
300,Conway,US,2022-02-11 07:28:51,35.0887,-92.4421,50.52,80,100,6.91,overcast clouds
301,Muana,BR,2022-02-11 07:28:51,-1.5283,-49.2167,73.92,94,87,2.91,overcast clouds
302,Bilibino,RU,2022-02-11 07:28:52,68.0546,166.4372,-37.68,99,28,2.77,scattered clouds
303,Angren,UZ,2022-02-11 07:28:52,41.0167,70.1436,45.34,84,100,4.97,overcast clouds
304,Surman,LY,2022-02-11 07:28:53,32.7567,12.5716,51.62,68,1,4.61,clear sky
305,Nyurba,RU,2022-02-11 07:28:53,63.2842,118.3319,-9.4,93,100,5.84,overcast clouds
306,Trinidad,BO,2022-02-11 07:28:54,-14.8333,-64.9,74.41,88,38,4.12,scattered clouds
307,Ekibastuz,KZ,2022-02-11 07:28:54,51.6667,75.3667,1.63,88,69,8.7,broken clouds
308,Koslan,RU,2022-02-11 07:28:54,63.4564,48.8989,20.34,93,100,9.75,light snow
309,Tiksi,RU,2022-02-11 07:28:55,71.6872,128.8694,-13.7,93,100,12.21,overcast clouds
310,Abong Mbang,CM,2022-02-11 07:28:55,3.9833,13.1833,71.17,29,16,1.79,few clouds
311,Clyde River,CA,2022-02-11 07:28:56,70.4692,-68.5914,-16.37,69,100,26.46,light snow
312,Zuwarah,LY,2022-02-11 07:28:56,32.9312,12.082,52.93,68,6,5.48,clear sky
313,Dakar,SN,2022-02-11 07:28:56,14.6937,-17.4441,79.68,53,93,13.8,overcast clouds
314,Kaeo,NZ,2022-02-11 07:28:57,-35.1,173.7833,76.32,96,97,7.07,overcast clouds
315,Adre,TD,2022-02-11 07:28:57,13.4667,22.2,62.47,21,5,20.11,clear sky
316,La Ronge,CA,2022-02-11 07:27:19,55.1001,-105.2842,-16.35,76,0,5.75,clear sky
317,Amnat Charoen,TH,2022-02-11 07:28:58,15.9167,104.75,95.4,29,100,2.95,overcast clouds
318,Shubarkuduk,KZ,2022-02-11 07:28:58,49.1447,56.4872,25.12,88,99,12.88,overcast clouds
319,Thinadhoo,MV,2022-02-11 07:29:59,0.5333,72.9333,81.34,70,41,4.68,scattered clouds
320,Severodvinsk,RU,2022-02-11 07:29:59,64.5635,39.8302,26.71,96,100,6.17,overcast clouds
321,San Felipe,VE,2022-02-11 07:30:00,10.3399,-68.7425,70.2,94,95,4.09,overcast clouds
322,Nuuk,GL,2022-02-11 07:30:00,64.1835,-51.7216,30.81,69,100,9.22,overcast clouds
323,Nouadhibou,MR,2022-02-11 07:30:01,20.931,-17.0347,66.18,48,97,9.22,overcast clouds
324,Kaitangata,NZ,2022-02-11 07:30:02,-46.2817,169.8464,62.92,82,77,3.2,broken clouds
325,Radovljica,SI,2022-02-11 07:30:03,46.3444,14.1744,44.44,89,62,1.92,broken clouds
326,Cesis,LV,2022-02-11 07:30:04,57.3119,25.2746,32.74,94,100,8.68,overcast clouds
327,Itarema,BR,2022-02-11 07:30:05,-2.9248,-39.9167,75.9,86,40,5.88,scattered clouds
328,Darhan,MN,2022-02-11 07:30:05,49.4867,105.9228,-1.32,84,52,1.43,broken clouds
329,Bonavista,CA,2022-02-11 07:30:06,48.6499,-53.1147,35.11,83,99,14.9,overcast clouds
330,Pingyin,CN,2022-02-11 07:30:07,36.2831,116.4453,51.24,32,100,4.41,overcast clouds
331,Tulum,MX,2022-02-11 07:30:08,20.2167,-87.4667,71.65,91,31,5.95,scattered clouds
332,Barra Do Garcas,BR,2022-02-11 07:30:08,-15.89,-52.2567,68.65,98,96,2.44,overcast clouds
333,Karratha,AU,2022-02-11 07:30:09,-20.7377,116.8463,91.18,55,9,17.52,clear sky
334,Mikhaylovka,RU,2022-02-11 07:28:08,50.06,43.2379,34.79,94,90,9.26,overcast clouds
335,Oranjemund,NA,2022-02-11 07:30:09,-28.55,16.4333,69.71,67,1,13.29,clear sky
336,Torbay,CA,2022-02-11 07:25:45,47.6666,-52.7314,34.75,92,100,11.5,overcast clouds
337,Veraval,IN,2022-02-11 07:30:10,20.9,70.3667,82.06,37,5,4.61,clear sky
338,Bardiyah,LY,2022-02-11 07:30:10,31.7561,25.0865,55.0,66,6,7.85,clear sky
339,Cockburn Town,TC,2022-02-11 07:26:47,21.4612,-71.1419,77.77,75,0,19.39,clear sky
340,Shimoda,JP,2022-02-11 07:30:11,34.6667,138.95,48.56,64,89,7.76,overcast clouds
341,Praia Da Vitoria,PT,2022-02-11 07:30:11,38.7333,-27.0667,57.76,88,75,2.91,broken clouds
342,Xining,CN,2022-02-11 07:30:12,36.6167,101.7667,28.24,66,100,2.8,overcast clouds
343,Noumea,NC,2022-02-11 07:30:12,-22.2763,166.4572,82.99,99,100,17.81,light rain
344,Lahad Datu,MY,2022-02-11 07:30:12,5.0268,118.327,80.69,84,100,3.42,overcast clouds
345,Puerto Del Rosario,ES,2022-02-11 07:30:04,28.5004,-13.8627,62.28,55,20,4.61,few clouds
346,Udachnyy,RU,2022-02-11 07:30:13,66.4167,112.4,3.45,77,100,11.39,overcast clouds
347,Freeport,US,2022-02-11 07:29:00,40.6576,-73.5832,44.19,64,100,4.61,overcast clouds
348,Dubbo,AU,2022-02-11 07:30:13,-32.25,148.6167,86.13,32,75,10.36,broken clouds
349,Codrington,AU,2022-02-11 07:30:14,-38.2667,141.9667,62.65,57,0,17.13,clear sky
350,Sola,VU,2022-02-11 07:30:14,-13.8833,167.55,80.92,80,100,15.73,overcast clouds
351,Cozumel,MX,2022-02-11 07:30:15,20.5083,-86.9458,73.38,100,40,3.44,scattered clouds
352,Imperial Beach,US,2022-02-11 07:30:15,32.5839,-117.1131,70.16,42,0,10.36,clear sky
353,Scarborough,GB,2022-02-11 07:27:13,54.2797,-0.4044,33.53,80,8,1.99,clear sky
354,Nsoko,SZ,2022-02-11 07:30:16,-27.0333,31.95,79.86,32,0,4.25,clear sky
355,Coromandel,BR,2022-02-11 07:30:16,-18.4733,-47.2003,63.93,98,100,2.95,overcast clouds
356,Hami,CN,2022-02-11 07:30:16,42.8,93.45,32.13,50,56,1.97,broken clouds
357,Biskamzha,RU,2022-02-11 07:30:17,53.4497,89.5272,12.61,69,15,2.35,few clouds
358,Carutapera,BR,2022-02-11 07:30:17,-1.195,-46.02,75.9,92,100,4.68,overcast clouds
359,Hofn,IS,2022-02-11 07:30:18,64.2539,-15.2082,27.97,57,100,10.89,overcast clouds
360,Maragogi,BR,2022-02-11 07:30:18,-9.0122,-35.2225,78.84,75,100,6.44,overcast clouds
361,Dovers,VC,2022-02-11 07:30:18,12.8833,-61.1833,77.49,74,11,20.11,few clouds
362,Panjab,AF,2022-02-11 07:30:19,34.388,67.0233,28.33,50,86,2.53,overcast clouds
363,Lasa,IT,2022-02-11 07:30:19,46.6166,10.7002,42.26,74,84,4.32,broken clouds
364,Honningsvag,NO,2022-02-11 07:30:19,70.9821,25.9704,34.63,77,100,38.41,overcast clouds
365,Marrakesh,MA,2022-02-11 07:28:13,31.6315,-8.0083,53.67,35,40,4.61,scattered clouds
366,Arauco,CL,2022-02-11 07:31:20,-37.2463,-73.3175,51.82,51,0,6.91,clear sky
367,Jodiya,IN,2022-02-11 07:31:20,22.6925,70.306,82.08,32,6,7.67,clear sky
368,Le Port,RE,2022-02-11 07:31:21,-20.9373,55.2919,84.16,74,63,6.64,broken clouds
369,Abu Samrah,SY,2022-02-11 07:31:21,35.3029,37.1841,48.69,60,34,5.93,scattered clouds
370,Lincoln,US,2022-02-11 07:30:13,40.8,-96.667,48.29,79,75,8.05,broken clouds
371,Medina,SA,2022-02-11 07:31:22,24.4686,39.6142,64.83,25,0,4.61,clear sky
372,Pochutla,MX,2022-02-11 07:31:22,15.7432,-96.4661,71.82,76,20,3.4,few clouds
373,Tezu,IN,2022-02-11 07:31:23,27.9167,96.1667,73.08,39,48,3.27,scattered clouds
374,Manjo,CM,2022-02-11 07:31:23,4.8428,9.8217,80.01,57,51,2.1,broken clouds
375,Kodinsk,RU,2022-02-11 07:31:24,58.6881,99.1844,0.12,85,100,1.72,overcast clouds
376,Saint-Denis,FR,2022-02-11 07:31:24,48.9167,2.3333,34.75,96,4,4.61,clear sky
377,Aksu,CN,2022-02-11 07:31:25,41.1231,80.2644,37.36,25,0,2.1,clear sky
378,Kutum,SD,2022-02-11 07:31:25,14.2,24.6667,61.5,17,2,13.42,clear sky
379,Passo De Camaragibe,BR,2022-02-11 07:31:25,-9.2368,-35.4901,74.75,78,100,3.22,overcast clouds
380,Dhidhdhoo,MV,2022-02-11 07:31:26,6.8833,73.1,81.3,75,65,8.95,broken clouds
381,Thompson,CA,2022-02-11 07:27:50,55.7435,-97.8558,-29.04,68,0,5.75,clear sky
382,Kloulklubed,PW,2022-02-11 07:31:26,7.0419,134.2556,84.7,74,100,16.13,overcast clouds
383,Hasaki,JP,2022-02-11 07:31:27,35.7333,140.8333,45.28,63,8,21.72,clear sky
384,Bathsheba,BB,2022-02-11 07:31:27,13.2167,-59.5167,75.81,83,75,23.02,broken clouds
385,Kulykiv,UA,2022-02-11 07:31:27,50.3142,24.8176,41.68,92,100,8.9,overcast clouds
386,Vanavara,RU,2022-02-11 07:31:28,60.34,102.2797,-1.53,84,93,1.16,overcast clouds
387,Cayenne,GF,2022-02-11 07:30:05,4.9333,-52.3333,77.09,89,75,5.99,broken clouds
388,Hualmay,PE,2022-02-11 07:31:28,-11.0964,-77.6139,69.31,83,96,5.64,overcast clouds
389,Rio Grande,BR,2022-02-11 07:29:01,-32.035,-52.0986,72.95,81,2,15.64,clear sky
390,Waingapu,ID,2022-02-11 07:31:29,-9.6567,120.2641,82.65,77,98,3.51,moderate rain
391,Jieshi,CN,2022-02-11 07:31:29,22.8134,115.8257,74.95,75,0,16.26,clear sky
392,Lima,PE,2022-02-11 07:27:14,-12.0432,-77.0282,68.25,83,0,9.22,clear sky
393,Atar,MR,2022-02-11 07:31:30,20.5169,-13.0499,63.61,20,61,10.33,broken clouds
394,Jinchang,CN,2022-02-11 07:31:30,38.4953,102.1739,29.98,53,24,14.47,few clouds
395,Puerto Madryn,AR,2022-02-11 07:30:54,-42.7692,-65.0385,56.8,56,5,2.44,clear sky
396,Cabedelo,BR,2022-02-11 07:31:31,-6.9811,-34.8339,75.87,78,100,6.49,overcast clouds
397,Te Anau,NZ,2022-02-11 07:31:31,-45.4167,167.7167,60.35,78,54,5.91,broken clouds
398,Ahipara,NZ,2022-02-11 07:31:31,-35.1667,173.1667,74.46,94,78,9.33,broken clouds
399,Sokoto,NG,2022-02-11 07:31:32,13.0609,5.239,70.47,11,0,18.84,clear sky
400,Bilma,NE,2022-02-11 07:31:32,18.6853,12.9164,61.95,22,0,7.27,clear sky
401,Dir,PK,2022-02-11 07:31:32,35.2058,71.8756,50.59,38,0,0.58,clear sky
402,Tula,RU,2022-02-11 07:31:33,54.2044,37.6111,29.89,97,100,8.55,light snow
403,Waynesville,US,2022-02-11 07:26:53,35.4887,-82.9887,43.74,57,1,3.0,clear sky
404,Namsos,NO,2022-02-11 07:31:33,64.4662,11.4957,30.9,86,75,12.66,broken clouds
405,Avera,US,2022-02-11 07:31:34,33.194,-82.5271,51.71,60,87,6.44,overcast clouds
406,Benguela,AO,2022-02-11 07:31:34,-12.5763,13.4055,79.07,59,100,2.64,overcast clouds
407,Rawson,AR,2022-02-11 07:31:35,-43.3002,-65.1023,55.67,60,7,6.71,clear sky
408,Saint-Augustin,CA,2022-02-11 07:31:35,51.226,-58.6502,29.44,97,100,14.03,light snow
409,San Ignacio,BZ,2022-02-11 07:31:36,17.1561,-89.0714,68.14,94,75,4.61,broken clouds
410,Lafiagi,NG,2022-02-11 07:31:36,8.8667,5.4167,80.91,9,31,3.94,scattered clouds
411,Coaldale,CA,2022-02-11 07:30:38,49.7167,-112.6185,36.55,51,100,6.91,overcast clouds
412,Byron Bay,AU,2022-02-11 07:32:36,-28.65,153.6167,83.05,66,1,19.28,clear sky
413,Nsanje,MW,2022-02-11 07:32:37,-16.92,35.262,85.33,59,97,3.94,overcast clouds
414,Chara,RU,2022-02-11 07:32:37,56.9064,118.2631,-17.86,97,81,0.96,broken clouds
415,Aromashevo,RU,2022-02-11 07:32:38,56.8602,68.6375,1.58,83,11,13.96,few clouds
416,Channel-Port Aux Basques,CA,2022-02-11 07:30:38,47.5702,-59.1367,33.12,92,93,10.49,overcast clouds
417,Leh,IN,2022-02-11 07:32:38,34.1667,77.5833,4.1,78,17,2.17,few clouds
418,Mecca,SA,2022-02-11 07:32:38,21.4267,39.8261,73.87,31,0,9.35,clear sky
419,Santa Isabel,BR,2022-02-11 07:32:39,-23.3156,-46.2214,67.66,97,100,1.32,overcast clouds
420,Turukhansk,RU,2022-02-11 07:32:39,65.8167,87.9833,-2.65,84,24,1.79,few clouds
421,Northam,GB,2022-02-11 07:32:40,51.0333,-4.2167,39.29,73,94,4.05,overcast clouds
422,Hokitika,NZ,2022-02-11 07:32:40,-42.7167,170.9667,63.55,90,100,8.23,overcast clouds
423,Sungairaya,ID,2022-02-11 07:32:40,0.7,108.9,78.51,85,100,5.23,overcast clouds
424,Barga,IT,2022-02-11 07:32:41,44.0742,10.4808,48.56,82,74,3.44,broken clouds
425,Krasnyy Yar,RU,2022-02-11 07:32:41,46.5331,48.3456,39.13,86,100,13.27,overcast clouds
426,Oistins,BB,2022-02-11 07:32:41,13.0667,-59.5333,75.29,83,75,23.02,broken clouds
427,Naze,JP,2022-02-11 07:32:42,28.3667,129.4833,59.92,60,93,10.83,overcast clouds
428,Svetlyy,RU,2022-02-11 07:32:42,54.675,20.1347,37.45,90,100,12.93,overcast clouds
429,Cutlerville,US,2022-02-11 07:32:43,42.8409,-85.6636,31.15,91,100,18.41,snow
430,Yongan,CN,2022-02-11 07:32:43,39.6957,113.6871,35.91,29,100,2.8,overcast clouds
431,Leningradskiy,RU,2022-02-11 07:32:44,69.3833,178.4167,-26.66,95,86,4.43,overcast clouds
432,Aksarka,RU,2022-02-11 07:32:44,66.5606,67.7975,2.95,82,45,17.0,scattered clouds
433,Chapais,CA,2022-02-11 07:32:44,49.7834,-74.8492,-0.62,100,94,1.63,overcast clouds
434,Santa Ana,US,2022-02-11 07:30:38,33.7456,-117.8678,72.86,36,0,3.44,clear sky
435,Teguldet,RU,2022-02-11 07:32:45,57.3064,88.1667,5.18,79,32,2.64,scattered clouds
436,Chenghai,CN,2022-02-11 07:32:45,23.4632,116.768,69.71,68,75,6.71,broken clouds
437,Colchester,GB,2022-02-11 07:31:28,51.8892,0.9042,35.73,88,1,7.52,clear sky
438,Hamilton,US,2022-02-11 07:32:10,39.1834,-84.5333,36.23,76,0,10.36,clear sky
439,Asyut,EG,2022-02-11 07:32:46,27.181,31.1837,48.38,44,4,10.45,clear sky
440,Empalme,MX,2022-02-11 07:32:47,27.9667,-110.8167,62.82,36,0,5.01,clear sky
441,Berlevag,NO,2022-02-11 07:32:47,70.8578,29.0864,26.55,74,75,18.41,broken clouds
442,Harper,LR,2022-02-11 07:32:47,4.375,-7.7169,80.65,82,66,6.08,light rain
443,Yarim,YE,2022-02-11 07:32:48,14.298,44.3779,63.39,25,4,4.79,clear sky
